# File: A54.india_state_StubTranTechCost.csv
# Title: Non-energy sub technology transport cost at state level
# Units: 1990$/pkm or 1990$/tkm
# Column types: ccccnnnnnnnnnnnnnnnnnnn
# ----------
region,supplysector,tranSubsector,stub.technology,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
BR,trn_pass_road_LDV_4W,LDV_4W,FCEV,0.254274108,0.258180902,0.262147722,0.266175489,0.270203257,0.274301688,0.278894756,0.283558487,0.288151556,0.286808967,0.285466377,0.284123788,0.282851861,0.281509272,0.280166683,0.278824094,0.277552167,0.276209578,0.276209578
CG,trn_pass_road_LDV_4W,LDV_4W,FCEV,0.252297827,0.256173868,0.260109456,0.264105507,0.268101557,0.272167713,0.276724613,0.281351619,0.285908518,0.284576501,0.283244485,0.281912468,0.280650557,0.27931854,0.277986524,0.276654507,0.275392596,0.274060579,0.274060579
CH,trn_pass_road_LDV_4W,LDV_4W,FCEV,0.248345266,0.252159801,0.256032926,0.259965541,0.263898156,0.267899765,0.272384326,0.276937881,0.281422443,0.280111571,0.278800699,0.277489827,0.276247949,0.274937077,0.273626205,0.272315333,0.271073455,0.269762583,0.269762583
DD,trn_pass_road_LDV_4W,LDV_4W,FCEV,0.241428284,0.245135182,0.248898997,0.252720601,0.256542205,0.260430855,0.264788825,0.26921384,0.27357181,0.272297942,0.271024074,0.269750206,0.268543384,0.267269515,0.265995647,0.264721779,0.263514957,0.262241089,0.262241089
DL,trn_pass_road_LDV_4W,LDV_4W,FCEV,0.246368985,0.250152767,0.25399466,0.257895558,0.261796456,0.265765791,0.270214183,0.274731012,0.279179405,0.277879105,0.276578806,0.275278507,0.274046644,0.272746345,0.271446046,0.270145746,0.268913884,0.267613585,0.267613585
DN,trn_pass_road_LDV_4W,LDV_4W,FCEV,0.241428284,0.245135182,0.248898997,0.252720601,0.256542205,0.260430855,0.264788825,0.26921384,0.27357181,0.272297942,0.271024074,0.269750206,0.268543384,0.267269515,0.265995647,0.264721779,0.263514957,0.262241089,0.262241089
GA,trn_pass_road_LDV_4W,LDV_4W,FCEV,0.254274108,0.258180902,0.262147722,0.266175489,0.270203257,0.274301688,0.278894756,0.283558487,0.288151556,0.286808967,0.285466377,0.284123788,0.282851861,0.281509272,0.280166683,0.278824094,0.277552167,0.276209578,0.276209578
GJ,trn_pass_road_LDV_4W,LDV_4W,FCEV,0.248345266,0.252159801,0.256032926,0.259965541,0.263898156,0.267899765,0.272384326,0.276937881,0.281422443,0.280111571,0.278800699,0.277489827,0.276247949,0.274937077,0.273626205,0.272315333,0.271073455,0.269762583,0.269762583
HP,trn_pass_road_LDV_4W,LDV_4W,FCEV,0.242416424,0.246138699,0.24991813,0.253755593,0.257593055,0.261497842,0.265873897,0.270317275,0.274693329,0.273414175,0.27213502,0.270855866,0.269644036,0.268364881,0.267085727,0.265806573,0.264594742,0.263315588,0.263315588
HR,trn_pass_road_LDV_4W,LDV_4W,FCEV,0.246368985,0.250152767,0.25399466,0.257895558,0.261796456,0.265765791,0.270214183,0.274731012,0.279179405,0.277879105,0.276578806,0.275278507,0.274046644,0.272746345,0.271446046,0.270145746,0.268913884,0.267613585,0.267613585
JH,trn_pass_road_LDV_4W,LDV_4W,FCEV,0.248345266,0.252159801,0.256032926,0.259965541,0.263898156,0.267899765,0.272384326,0.276937881,0.281422443,0.280111571,0.278800699,0.277489827,0.276247949,0.274937077,0.273626205,0.272315333,0.271073455,0.269762583,0.269762583
JK,trn_pass_road_LDV_4W,LDV_4W,FCEV,0.254274108,0.258180902,0.262147722,0.266175489,0.270203257,0.274301688,0.278894756,0.283558487,0.288151556,0.286808967,0.285466377,0.284123788,0.282851861,0.281509272,0.280166683,0.278824094,0.277552167,0.276209578,0.276209578
KA,trn_pass_road_LDV_4W,LDV_4W,FCEV,0.262179231,0.266209037,0.270300783,0.274455421,0.278610058,0.282837584,0.287575329,0.292385962,0.297123707,0.295738828,0.294353949,0.29296907,0.291657079,0.290272199,0.28888732,0.287502441,0.28619045,0.284805571,0.284805571
KL,trn_pass_road_LDV_4W,LDV_4W,FCEV,0.254274108,0.258180902,0.262147722,0.266175489,0.270203257,0.274301688,0.278894756,0.283558487,0.288151556,0.286808967,0.285466377,0.284123788,0.282851861,0.281509272,0.280166683,0.278824094,0.277552167,0.276209578,0.276209578
LA,trn_pass_road_LDV_4W,LDV_4W,FCEV,0.254274108,0.258180902,0.262147722,0.266175489,0.270203257,0.274301688,0.278894756,0.283558487,0.288151556,0.286808967,0.285466377,0.284123788,0.282851861,0.281509272,0.280166683,0.278824094,0.277552167,0.276209578,0.276209578
LD,trn_pass_road_LDV_4W,LDV_4W,FCEV,0.241428284,0.245135182,0.248898997,0.252720601,0.256542205,0.260430855,0.264788825,0.26921384,0.27357181,0.272297942,0.271024074,0.269750206,0.268543384,0.267269515,0.265995647,0.264721779,0.263514957,0.262241089,0.262241089
MH,trn_pass_road_LDV_4W,LDV_4W,FCEV,0.262179231,0.266209037,0.270300783,0.274455421,0.278610058,0.282837584,0.287575329,0.292385962,0.297123707,0.295738828,0.294353949,0.29296907,0.291657079,0.290272199,0.28888732,0.287502441,0.28619045,0.284805571,0.284805571
ML,trn_pass_road_LDV_4W,LDV_4W,FCEV,0.248345266,0.252159801,0.256032926,0.259965541,0.263898156,0.267899765,0.272384326,0.276937881,0.281422443,0.280111571,0.278800699,0.277489827,0.276247949,0.274937077,0.273626205,0.272315333,0.271073455,0.269762583,0.269762583
MN,trn_pass_road_LDV_4W,LDV_4W,FCEV,0.244392705,0.248145733,0.251956395,0.255825575,0.259694756,0.263631817,0.26804404,0.272524144,0.276936367,0.27564664,0.274356913,0.273067186,0.27184534,0.270555613,0.269265886,0.26797616,0.266754313,0.265464586,0.265464586
MP,trn_pass_road_LDV_4W,LDV_4W,FCEV,0.256250389,0.260187936,0.264185987,0.268245472,0.272304957,0.276435662,0.281064899,0.285765356,0.290394594,0.289041432,0.28768827,0.286335108,0.285053166,0.283700004,0.282346842,0.28099368,0.279711738,0.278358576,0.278358576
MZ,trn_pass_road_LDV_4W,LDV_4W,FCEV,0.24281168,0.246540106,0.250325783,0.254169589,0.258013396,0.261924637,0.266307925,0.270758649,0.275141937,0.273860668,0.272579399,0.27129813,0.270084297,0.268803028,0.267521759,0.26624049,0.265026656,0.263745388,0.263745388
NL,trn_pass_road_LDV_4W,LDV_4W,FCEV,0.246368985,0.250152767,0.25399466,0.257895558,0.261796456,0.265765791,0.270214183,0.274731012,0.279179405,0.277879105,0.276578806,0.275278507,0.274046644,0.272746345,0.271446046,0.270145746,0.268913884,0.267613585,0.267613585
OD,trn_pass_road_LDV_4W,LDV_4W,FCEV,0.248345266,0.252159801,0.256032926,0.259965541,0.263898156,0.267899765,0.272384326,0.276937881,0.281422443,0.280111571,0.278800699,0.277489827,0.276247949,0.274937077,0.273626205,0.272315333,0.271073455,0.269762583,0.269762583
PB,trn_pass_road_LDV_4W,LDV_4W,FCEV,0.254274108,0.258180902,0.262147722,0.266175489,0.270203257,0.274301688,0.278894756,0.283558487,0.288151556,0.286808967,0.285466377,0.284123788,0.282851861,0.281509272,0.280166683,0.278824094,0.277552167,0.276209578,0.276209578
PC,trn_pass_road_LDV_4W,LDV_4W,FCEV,0.240440143,0.244131666,0.247879864,0.25168561,0.255491355,0.259363868,0.263703753,0.268110406,0.272450291,0.271181709,0.269913128,0.268644546,0.267442731,0.26617415,0.264905568,0.263636986,0.262435172,0.26116659,0.26116659
RJ,trn_pass_road_LDV_4W,LDV_4W,FCEV,0.256250389,0.260187936,0.264185987,0.268245472,0.272304957,0.276435662,0.281064899,0.285765356,0.290394594,0.289041432,0.28768827,0.286335108,0.285053166,0.283700004,0.282346842,0.28099368,0.279711738,0.278358576,0.278358576
SK,trn_pass_road_LDV_4W,LDV_4W,FCEV,0.242416424,0.246138699,0.24991813,0.253755593,0.257593055,0.261497842,0.265873897,0.270317275,0.274693329,0.273414175,0.27213502,0.270855866,0.269644036,0.268364881,0.267085727,0.265806573,0.264594742,0.263315588,0.263315588
TN,trn_pass_road_LDV_4W,LDV_4W,FCEV,0.256250389,0.260187936,0.264185987,0.268245472,0.272304957,0.276435662,0.281064899,0.285765356,0.290394594,0.289041432,0.28768827,0.286335108,0.285053166,0.283700004,0.282346842,0.28099368,0.279711738,0.278358576,0.278358576
TR,trn_pass_road_LDV_4W,LDV_4W,FCEV,0.238463863,0.242124632,0.245841599,0.249615627,0.253389655,0.257229894,0.26153361,0.265903537,0.270207253,0.268949244,0.267691235,0.266433225,0.265241427,0.263983418,0.262725408,0.261467399,0.260275601,0.259017591,0.259017591
TS,trn_pass_road_LDV_4W,LDV_4W,FCEV,0.26020295,0.264202003,0.268262517,0.272385438,0.276508358,0.28070361,0.285405186,0.290179094,0.294880669,0.293506363,0.292132056,0.290757749,0.289455774,0.288081468,0.286707161,0.285332854,0.284030879,0.282656572,0.282656572
UK,trn_pass_road_LDV_4W,LDV_4W,FCEV,0.252297827,0.256173868,0.260109456,0.264105507,0.268101557,0.272167713,0.276724613,0.281351619,0.285908518,0.284576501,0.283244485,0.281912468,0.280650557,0.27931854,0.277986524,0.276654507,0.275392596,0.274060579,0.274060579
UP,trn_pass_road_LDV_4W,LDV_4W,FCEV,0.252297827,0.256173868,0.260109456,0.264105507,0.268101557,0.272167713,0.276724613,0.281351619,0.285908518,0.284576501,0.283244485,0.281912468,0.280650557,0.27931854,0.277986524,0.276654507,0.275392596,0.274060579,0.274060579
WB,trn_pass_road_LDV_4W,LDV_4W,FCEV,0.247357126,0.251156284,0.255013793,0.25893055,0.262847306,0.266832778,0.271299255,0.275834447,0.280300924,0.278995338,0.277689752,0.276384167,0.275147296,0.273841711,0.272536125,0.27123054,0.269993669,0.268688084,0.268688084
AN,trn_pass_road_LDV,LDV_3W,Liquids,0.003458286,0.003559801,0.003664296,0.003771858,0.00387942,0.003986983,0.004106496,0.004237961,0.004357475,0.004357475,0.004357475,0.004357475,0.004357475,0.004357475,0.004357475,0.004357475,0.004357475,0.004357475,0.004357475
AP,trn_pass_road_LDV,LDV_3W,Liquids,0.003686148,0.003795352,0.003907791,0.004023561,0.004139331,0.004255101,0.004383734,0.00452523,0.004653864,0.004653864,0.004653864,0.004653864,0.004653864,0.004653864,0.004653864,0.004653864,0.004653864,0.004653864,0.004653864
AR,trn_pass_road_LDV,LDV_3W,Liquids,0.003463083,0.00356476,0.003669422,0.003777157,0.003884892,0.003992627,0.004112333,0.004244009,0.004363715,0.004363715,0.004363715,0.004363715,0.004363715,0.004363715,0.004363715,0.004363715,0.004363715,0.004363715,0.004363715
AS,trn_pass_road_LDV,LDV_3W,Liquids,0.003542235,0.003646583,0.003754005,0.003864591,0.003975177,0.004085763,0.004208636,0.004343797,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671
BR,trn_pass_road_LDV,LDV_3W,Liquids,0.003614192,0.003720967,0.003830898,0.003944076,0.004057254,0.004170432,0.004296185,0.004434514,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267
CG,trn_pass_road_LDV,LDV_3W,Liquids,0.003590206,0.003696173,0.003805267,0.003917581,0.004029895,0.004142209,0.004267002,0.004404275,0.004529068,0.004529068,0.004529068,0.004529068,0.004529068,0.004529068,0.004529068,0.004529068,0.004529068,0.004529068,0.004529068
CH,trn_pass_road_LDV,LDV_3W,Liquids,0.003542235,0.003646583,0.003754005,0.003864591,0.003975177,0.004085763,0.004208636,0.004343797,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671
DD,trn_pass_road_LDV,LDV_3W,Liquids,0.003458286,0.003559801,0.003664296,0.003771858,0.00387942,0.003986983,0.004106496,0.004237961,0.004357475,0.004357475,0.004357475,0.004357475,0.004357475,0.004357475,0.004357475,0.004357475,0.004357475,0.004357475,0.004357475
DL,trn_pass_road_LDV,LDV_3W,Liquids,0.00351825,0.003621788,0.003728374,0.003838096,0.003947818,0.00405754,0.004179454,0.004313558,0.004435472,0.004435472,0.004435472,0.004435472,0.004435472,0.004435472,0.004435472,0.004435472,0.004435472,0.004435472,0.004435472
DN,trn_pass_road_LDV,LDV_3W,Liquids,0.003458286,0.003559801,0.003664296,0.003771858,0.00387942,0.003986983,0.004106496,0.004237961,0.004357475,0.004357475,0.004357475,0.004357475,0.004357475,0.004357475,0.004357475,0.004357475,0.004357475,0.004357475,0.004357475
GA,trn_pass_road_LDV,LDV_3W,Liquids,0.003614192,0.003720967,0.003830898,0.003944076,0.004057254,0.004170432,0.004296185,0.004434514,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267
GJ,trn_pass_road_LDV,LDV_3W,Liquids,0.003542235,0.003646583,0.003754005,0.003864591,0.003975177,0.004085763,0.004208636,0.004343797,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671
HP,trn_pass_road_LDV,LDV_3W,Liquids,0.003470279,0.003572198,0.003677111,0.003785106,0.0038931,0.004001094,0.004121088,0.004253081,0.004373074,0.004373074,0.004373074,0.004373074,0.004373074,0.004373074,0.004373074,0.004373074,0.004373074,0.004373074,0.004373074
HR,trn_pass_road_LDV,LDV_3W,Liquids,0.00351825,0.003621788,0.003728374,0.003838096,0.003947818,0.00405754,0.004179454,0.004313558,0.004435472,0.004435472,0.004435472,0.004435472,0.004435472,0.004435472,0.004435472,0.004435472,0.004435472,0.004435472,0.004435472
JH,trn_pass_road_LDV,LDV_3W,Liquids,0.003542235,0.003646583,0.003754005,0.003864591,0.003975177,0.004085763,0.004208636,0.004343797,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671
JK,trn_pass_road_LDV,LDV_3W,Liquids,0.003614192,0.003720967,0.003830898,0.003944076,0.004057254,0.004170432,0.004296185,0.004434514,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267
KA,trn_pass_road_LDV,LDV_3W,Liquids,0.003710134,0.003820147,0.003933422,0.004050056,0.00416669,0.004283324,0.004412917,0.004555469,0.004685063,0.004685063,0.004685063,0.004685063,0.004685063,0.004685063,0.004685063,0.004685063,0.004685063,0.004685063,0.004685063
KL,trn_pass_road_LDV,LDV_3W,Liquids,0.003614192,0.003720967,0.003830898,0.003944076,0.004057254,0.004170432,0.004296185,0.004434514,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267
LA,trn_pass_road_LDV,LDV_3W,Liquids,0.003614192,0.003720967,0.003830898,0.003944076,0.004057254,0.004170432,0.004296185,0.004434514,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267
LD,trn_pass_road_LDV,LDV_3W,Liquids,0.003458286,0.003559801,0.003664296,0.003771858,0.00387942,0.003986983,0.004106496,0.004237961,0.004357475,0.004357475,0.004357475,0.004357475,0.004357475,0.004357475,0.004357475,0.004357475,0.004357475,0.004357475,0.004357475
MH,trn_pass_road_LDV,LDV_3W,Liquids,0.003710134,0.003820147,0.003933422,0.004050056,0.00416669,0.004283324,0.004412917,0.004555469,0.004685063,0.004685063,0.004685063,0.004685063,0.004685063,0.004685063,0.004685063,0.004685063,0.004685063,0.004685063,0.004685063
ML,trn_pass_road_LDV,LDV_3W,Liquids,0.003542235,0.003646583,0.003754005,0.003864591,0.003975177,0.004085763,0.004208636,0.004343797,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671
MN,trn_pass_road_LDV,LDV_3W,Liquids,0.003494264,0.003596993,0.003702742,0.003811601,0.003920459,0.004029317,0.004150271,0.004283319,0.004404273,0.004404273,0.004404273,0.004404273,0.004404273,0.004404273,0.004404273,0.004404273,0.004404273,0.004404273,0.004404273
MP,trn_pass_road_LDV,LDV_3W,Liquids,0.003638177,0.003745762,0.003856529,0.003970571,0.004084613,0.004198655,0.004325368,0.004464753,0.004591466,0.004591466,0.004591466,0.004591466,0.004591466,0.004591466,0.004591466,0.004591466,0.004591466,0.004591466,0.004591466
MZ,trn_pass_road_LDV,LDV_3W,Liquids,0.003475076,0.003577157,0.003682238,0.003790405,0.003898572,0.004006739,0.004126924,0.004259128,0.004379314,0.004379314,0.004379314,0.004379314,0.004379314,0.004379314,0.004379314,0.004379314,0.004379314,0.004379314,0.004379314
NL,trn_pass_road_LDV,LDV_3W,Liquids,0.00351825,0.003621788,0.003728374,0.003838096,0.003947818,0.00405754,0.004179454,0.004313558,0.004435472,0.004435472,0.004435472,0.004435472,0.004435472,0.004435472,0.004435472,0.004435472,0.004435472,0.004435472,0.004435472
OD,trn_pass_road_LDV,LDV_3W,Liquids,0.003542235,0.003646583,0.003754005,0.003864591,0.003975177,0.004085763,0.004208636,0.004343797,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671,0.004466671
PB,trn_pass_road_LDV,LDV_3W,Liquids,0.003614192,0.003720967,0.003830898,0.003944076,0.004057254,0.004170432,0.004296185,0.004434514,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267,0.004560267
PC,trn_pass_road_LDV,LDV_3W,Liquids,0.003446293,0.003547404,0.00365148,0.003758611,0.003865741,0.003972871,0.004091905,0.004222842,0.004341875,0.004341875,0.004341875,0.004341875,0.004341875,0.004341875,0.004341875,0.004341875,0.004341875,0.004341875,0.004341875
RJ,trn_pass_road_LDV,LDV_3W,Liquids,0.003638177,0.003745762,0.003856529,0.003970571,0.004084613,0.004198655,0.004325368,0.004464753,0.004591466,0.004591466,0.004591466,0.004591466,0.004591466,0.004591466,0.004591466,0.004591466,0.004591466,0.004591466,0.004591466
SK,trn_pass_road_LDV,LDV_3W,Liquids,0.003470279,0.003572198,0.003677111,0.003785106,0.0038931,0.004001094,0.004121088,0.004253081,0.004373074,0.004373074,0.004373074,0.004373074,0.004373074,0.004373074,0.004373074,0.004373074,0.004373074,0.004373074,0.004373074
TN,trn_pass_road_LDV,LDV_3W,Liquids,0.003638177,0.003745762,0.003856529,0.003970571,0.004084613,0.004198655,0.004325368,0.004464753,0.004591466,0.004591466,0.004591466,0.004591466,0.004591466,0.004591466,0.004591466,0.004591466,0.004591466,0.004591466,0.004591466
TR,trn_pass_road_LDV,LDV_3W,Liquids,0.003422308,0.003522609,0.003625849,0.003732116,0.003838382,0.003944648,0.004062722,0.004192603,0.004310677,0.004310677,0.004310677,0.004310677,0.004310677,0.004310677,0.004310677,0.004310677,0.004310677,0.004310677,0.004310677
TS,trn_pass_road_LDV,LDV_3W,Liquids,0.003686148,0.003795352,0.003907791,0.004023561,0.004139331,0.004255101,0.004383734,0.00452523,0.004653864,0.004653864,0.004653864,0.004653864,0.004653864,0.004653864,0.004653864,0.004653864,0.004653864,0.004653864,0.004653864
UK,trn_pass_road_LDV,LDV_3W,Liquids,0.003590206,0.003696173,0.003805267,0.003917581,0.004029895,0.004142209,0.004267002,0.004404275,0.004529068,0.004529068,0.004529068,0.004529068,0.004529068,0.004529068,0.004529068,0.004529068,0.004529068,0.004529068,0.004529068
UP,trn_pass_road_LDV,LDV_3W,Liquids,0.003590206,0.003696173,0.003805267,0.003917581,0.004029895,0.004142209,0.004267002,0.004404275,0.004529068,0.004529068,0.004529068,0.004529068,0.004529068,0.004529068,0.004529068,0.004529068,0.004529068,0.004529068,0.004529068
WB,trn_pass_road_LDV,LDV_3W,Liquids,0.003530242,0.003634185,0.003741189,0.003851343,0.003961497,0.004071651,0.004194045,0.004328678,0.004451071,0.004451071,0.004451071,0.004451071,0.004451071,0.004451071,0.004451071,0.004451071,0.004451071,0.004451071,0.004451071
AN,trn_pass_road_LDV,LDV_3W,NG,0.003907863,0.004022575,0.004140654,0.0042622,0.004383745,0.004505291,0.00464034,0.004788896,0.004923947,0.004923947,0.004923947,0.004923947,0.004923947,0.004923947,0.004923947,0.004923947,0.004923947,0.004923947,0.004923947
AP,trn_pass_road_LDV,LDV_3W,NG,0.004165347,0.004288748,0.004415804,0.004546624,0.004677444,0.004808264,0.004953619,0.00511351,0.005258866,0.005258866,0.005258866,0.005258866,0.005258866,0.005258866,0.005258866,0.005258866,0.005258866,0.005258866,0.005258866
AR,trn_pass_road_LDV,LDV_3W,NG,0.003913284,0.004028179,0.004146447,0.004268187,0.004389928,0.004511669,0.004646936,0.00479573,0.004930998,0.004930998,0.004930998,0.004930998,0.004930998,0.004930998,0.004930998,0.004930998,0.004930998,0.004930998,0.004930998
AS,trn_pass_road_LDV,LDV_3W,NG,0.004002726,0.004120639,0.004242026,0.004366988,0.00449195,0.004616912,0.004755759,0.004908491,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338
BR,trn_pass_road_LDV,LDV_3W,NG,0.004084037,0.004204693,0.004328915,0.004456806,0.004584697,0.004712588,0.004854689,0.005011001,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102
CG,trn_pass_road_LDV,LDV_3W,NG,0.004056933,0.004176675,0.004299952,0.004426867,0.004553781,0.004680696,0.004821712,0.004976831,0.005117847,0.005117847,0.005117847,0.005117847,0.005117847,0.005117847,0.005117847,0.005117847,0.005117847,0.005117847,0.005117847
CH,trn_pass_road_LDV,LDV_3W,NG,0.004002726,0.004120639,0.004242026,0.004366988,0.00449195,0.004616912,0.004755759,0.004908491,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338
DD,trn_pass_road_LDV,LDV_3W,NG,0.003907863,0.004022575,0.004140654,0.0042622,0.004383745,0.004505291,0.00464034,0.004788896,0.004923947,0.004923947,0.004923947,0.004923947,0.004923947,0.004923947,0.004923947,0.004923947,0.004923947,0.004923947,0.004923947
DL,trn_pass_road_LDV,LDV_3W,NG,0.003975623,0.00409262,0.004213063,0.004337048,0.004461034,0.00458502,0.004722783,0.004874321,0.005012083,0.005012083,0.005012083,0.005012083,0.005012083,0.005012083,0.005012083,0.005012083,0.005012083,0.005012083,0.005012083
DN,trn_pass_road_LDV,LDV_3W,NG,0.003907863,0.004022575,0.004140654,0.0042622,0.004383745,0.004505291,0.00464034,0.004788896,0.004923947,0.004923947,0.004923947,0.004923947,0.004923947,0.004923947,0.004923947,0.004923947,0.004923947,0.004923947,0.004923947
GA,trn_pass_road_LDV,LDV_3W,NG,0.004084037,0.004204693,0.004328915,0.004456806,0.004584697,0.004712588,0.004854689,0.005011001,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102
GJ,trn_pass_road_LDV,LDV_3W,NG,0.004002726,0.004120639,0.004242026,0.004366988,0.00449195,0.004616912,0.004755759,0.004908491,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338
HP,trn_pass_road_LDV,LDV_3W,NG,0.003921415,0.004036584,0.004155135,0.00427717,0.004399203,0.004521236,0.004656829,0.004805982,0.004941574,0.004941574,0.004941574,0.004941574,0.004941574,0.004941574,0.004941574,0.004941574,0.004941574,0.004941574,0.004941574
HR,trn_pass_road_LDV,LDV_3W,NG,0.003975623,0.00409262,0.004213063,0.004337048,0.004461034,0.00458502,0.004722783,0.004874321,0.005012083,0.005012083,0.005012083,0.005012083,0.005012083,0.005012083,0.005012083,0.005012083,0.005012083,0.005012083,0.005012083
JH,trn_pass_road_LDV,LDV_3W,NG,0.004002726,0.004120639,0.004242026,0.004366988,0.00449195,0.004616912,0.004755759,0.004908491,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338
JK,trn_pass_road_LDV,LDV_3W,NG,0.004084037,0.004204693,0.004328915,0.004456806,0.004584697,0.004712588,0.004854689,0.005011001,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102
KA,trn_pass_road_LDV,LDV_3W,NG,0.004192451,0.004316766,0.004444767,0.004576563,0.00470836,0.004840156,0.004986596,0.00514768,0.005294121,0.005294121,0.005294121,0.005294121,0.005294121,0.005294121,0.005294121,0.005294121,0.005294121,0.005294121,0.005294121
KL,trn_pass_road_LDV,LDV_3W,NG,0.004084037,0.004204693,0.004328915,0.004456806,0.004584697,0.004712588,0.004854689,0.005011001,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102
LA,trn_pass_road_LDV,LDV_3W,NG,0.004084037,0.004204693,0.004328915,0.004456806,0.004584697,0.004712588,0.004854689,0.005011001,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102
LD,trn_pass_road_LDV,LDV_3W,NG,0.003907863,0.004022575,0.004140654,0.0042622,0.004383745,0.004505291,0.00464034,0.004788896,0.004923947,0.004923947,0.004923947,0.004923947,0.004923947,0.004923947,0.004923947,0.004923947,0.004923947,0.004923947,0.004923947
MH,trn_pass_road_LDV,LDV_3W,NG,0.004192451,0.004316766,0.004444767,0.004576563,0.00470836,0.004840156,0.004986596,0.00514768,0.005294121,0.005294121,0.005294121,0.005294121,0.005294121,0.005294121,0.005294121,0.005294121,0.005294121,0.005294121,0.005294121
ML,trn_pass_road_LDV,LDV_3W,NG,0.004002726,0.004120639,0.004242026,0.004366988,0.00449195,0.004616912,0.004755759,0.004908491,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338
MN,trn_pass_road_LDV,LDV_3W,NG,0.003948518,0.004064602,0.004184098,0.004307109,0.004430119,0.004553128,0.004689806,0.00484015,0.004976828,0.004976828,0.004976828,0.004976828,0.004976828,0.004976828,0.004976828,0.004976828,0.004976828,0.004976828,0.004976828
MP,trn_pass_road_LDV,LDV_3W,NG,0.00411114,0.004232711,0.004357878,0.004486745,0.004615613,0.00474448,0.004887666,0.005045171,0.005188357,0.005188357,0.005188357,0.005188357,0.005188357,0.005188357,0.005188357,0.005188357,0.005188357,0.005188357,0.005188357
MZ,trn_pass_road_LDV,LDV_3W,NG,0.003926836,0.004042187,0.004160929,0.004283158,0.004405386,0.004527615,0.004663424,0.004812815,0.004948625,0.004948625,0.004948625,0.004948625,0.004948625,0.004948625,0.004948625,0.004948625,0.004948625,0.004948625,0.004948625
NL,trn_pass_road_LDV,LDV_3W,NG,0.003975623,0.00409262,0.004213063,0.004337048,0.004461034,0.00458502,0.004722783,0.004874321,0.005012083,0.005012083,0.005012083,0.005012083,0.005012083,0.005012083,0.005012083,0.005012083,0.005012083,0.005012083,0.005012083
OD,trn_pass_road_LDV,LDV_3W,NG,0.004002726,0.004120639,0.004242026,0.004366988,0.00449195,0.004616912,0.004755759,0.004908491,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338,0.005047338
