# File: A44.india_state_subregional_pop_share.csv
# Title: Subregional pop share
# Units: Share
# Source: Census of India; IIASA
# Column types: ccnn
# ----------
region,gcam.consumer,pop.year.fillout,subregional.population.share
MZ,resid urban,2090,0.85255
NL,resid urban,2090,0.60192
OD,resid urban,2090,0.37286
PB,resid urban,2090,0.64761
PC,resid urban,2090,0.91899
RJ,resid urban,2090,0.42005
SK,resid urban,2090,0.18691
TN,resid urban,2090,0.78270
TR,resid urban,2090,0.66390
TS,resid urban,2090,0.62067
UK,resid urban,2090,0.60126
UP,resid urban,2090,0.34962
WB,resid urban,2090,0.61711
AN,resid urban,2095,0.47654
AP,resid urban,2095,0.63026
AR,resid urban,2095,0.42038
AS,resid urban,2095,0.30012
BR,resid urban,2095,0.15443
CG,resid urban,2095,0.42455
CH,resid urban,2095,0.98689
DD,resid urban,2095,0.95955
DL,resid urban,2095,0.99270
DN,resid urban,2095,0.87267
GA,resid urban,2095,0.94577
GJ,resid urban,2095,0.75333
HP,resid urban,2095,0.19901
HR,resid urban,2095,0.63172
JH,resid urban,2095,0.60382
JK,resid urban,2095,0.50002
KA,resid urban,2095,0.70085
KL,resid urban,2095,0.96436
LA,resid urban,2095,0.47654
LD,resid urban,2095,0.87236
MH,resid urban,2095,0.82215
ML,resid urban,2095,0.26125
MN,resid urban,2095,0.72504
MP,resid urban,2095,0.47114
MZ,resid urban,2095,0.86222
NL,resid urban,2095,0.61482
OD,resid urban,2095,0.38036
PB,resid urban,2095,0.65674
PC,resid urban,2095,0.92597
RJ,resid urban,2095,0.42647
SK,resid urban,2095,0.18545
TN,resid urban,2095,0.79328
TR,resid urban,2095,0.67682
TS,resid urban,2095,0.63026
UK,resid urban,2095,0.61154
UP,resid urban,2095,0.35477
WB,resid urban,2095,0.62648
AN,resid urban,2100,0.47900
AP,resid urban,2100,0.64000
AR,resid urban,2100,0.42600
AS,resid urban,2100,0.30600
BR,resid urban,2100,0.15600
CG,resid urban,2100,0.43200
CH,resid urban,2100,0.98800
DD,resid urban,2100,0.96700
DL,resid urban,2100,0.99300
DN,resid urban,2100,0.88300
GA,resid urban,2100,0.95100
GJ,resid urban,2100,0.76500
HP,resid urban,2100,0.20200
HR,resid urban,2100,0.64100
JH,resid urban,2100,0.61800
JK,resid urban,2100,0.50900
KA,resid urban,2100,0.71200
KL,resid urban,2100,0.97300
LA,resid urban,2100,0.47900
LD,resid urban,2100,0.87500
MH,resid urban,2100,0.83500
ML,resid urban,2100,0.26300
MN,resid urban,2100,0.74100
MP,resid urban,2100,0.47900
MZ,resid urban,2100,0.87200
NL,resid urban,2100,0.62800
OD,resid urban,2100,0.38800
PB,resid urban,2100,0.66600
PC,resid urban,2100,0.93300
RJ,resid urban,2100,0.43300
SK,resid urban,2100,0.18400
TN,resid urban,2100,0.80400
TR,resid urban,2100,0.69000
TS,resid urban,2100,0.64000
UK,resid urban,2100,0.62200
UP,resid urban,2100,0.36000
WB,resid urban,2100,0.63600
